Business_name,positive,negative,factual,opinion,summary1,summary2,summary3
Aero 360,56.82204861,43.17795139,52.93030754,47.06969246,- the Aero 360 is one of my favorite rides at Kenny wood park,"- it's designed to swing like a pendulum, starting out low and eventually going around in a 360 degree loop",- the are 360 is my favorite ride in all of Kenny wood park.
1-800-Haul-Out,56.82084068,43.17915932,47.16453557,52.83546443,- reviewer bought a voucher for $99 that gave him 1/4 of a truck,"- as they moved down the pile they ran into a bee nest, and one of them was allergic",- two younger guys showed up on time and moved an organ for me.
Associates In Opthalmology,56.75347222,43.24652778,52.02852183,47.97147817,- I had laser cataracts surgery here a few weeks ago and astigmatism corrected as well,- surgery was quick and painless and results were immediate,- I had to go to have a simple 4-minute test done on my eyes.
Allen's Spa Nail Salon,56.74869866,43.25130134,52.91262406,47.08737594,"- if I could rate 0 stars, I would",- Awful experience! Awful service! Don't waste your time or money! The only way I would ever go back is to DEMAND a refund.,
Adore Hair Studio,56.71401515,43.28598485,51.3037518,48.6962482,- I recently visited this salon for an 'accent highlight' as they have listed on their services menu,- 5 hours later (literally) I left with purple hair extensions and the extensions cut off to nothing,- what should have been a simple 1-hour service turned into 5 and a disaster costing me $750 in new extensions
Air Canada,56.64804293,43.35195707,58.05560065,41.94439935,- I'm going to give 5 stars for great customer service over the phone,"- I've flown a lot over the past few years and every time I fly on a turboprop, I half expect to see the ground crew start the propellers manually","- if you are flying between Pittsburgh and Toronto, you almost have to fly on Air Canada Jazz."
Angels Automotive Service,56.62878788,43.37121212,42.31452456,57.68547544,"- the exterior is a bit Dodge, the interior a bit scrappy, but it's a garage not a hotel",- the shop allows you to bring aftermarket parts and charges a reasonable labor charge.,
Applebee's,56.58539377,43.41460623,44.98778999,55.01221001,"- reviewer: ""I cannot remember ever having a good meal at any Applebee's anywhere"" ""the manager was berating the hostess in front of all the customers"" ""the place was stuffed with people because of happy hour and their specials""",,
Au Bon Pain Co,56.55564404,43.44435596,53.59932206,46.40067794,- reviews of AU on pain on Bristol are grammatically correct and provide clear context,"- the food was good, but the service was not good",- the staff are friendly and learn a lot of the customers names.
All Washed Up Auto Spa,56.54488154,43.45511846,52.86467669,47.13532331,"- review: ""the right touch wash took the LE badge off my car","- luckily the adhesive is still there"" ""I paid $11 for the ""Royal Treatment"" and my car came out very clean","- ""it was the BEST automatic wash my car has ever seen,"" says reviewer."
31st Street Pub,56.54110222,43.45889778,55.73186918,44.26813082,"- the 31st street pub was packed, but not so packed you were squeezed up on everyone",- the bar is decorated with all kinds of cool stuff to check out,"- the ambiance in here is ""punk rock dive bar"" through and through."
Angelia's Pizza,56.49525817,43.50474183,58.00368481,41.99631519,- reviewer says pizza was out-freaking-standing,"- food was good, but wings were dry and hard, he says",- chicken filly is my go-to when we move to PA in 2 weeks.
Albert Anthony Real Estate,56.48801632,43.51198368,45.91848846,54.08151154,"- ""what a REAL family company this is!"" says Kate Davis-flynn","- ""they posted pictures of a BEAUTIFUL house,"" says Davis-flynn","- ""they posted pictures of a BEAUTIFUL house,"" says Davis-flynn."
Allegheny North Veterinary Hospital,56.46514207,43.53485793,46.59300919,53.40699081,"- five stars for service, 5 stars for expertise and 5 stars for price",- kitty Mitzi has been losing weight steadily over the past several months,"- all in all, 5 stars for expertise and 5 stars for price."
Alberts Gifts,56.44235009,43.55764991,48.30540858,51.69459142,"- the craziest find for me was the ""my cat purrs black and gold"" magnet",- there are tons of dog products and cats are usually left out,"- overall, a great store to visit if you aren't sure what to get your favorite sports fan."
All Things Aquatic,56.43000821,43.56999179,41.78626163,58.21373837,"- reviews: a below average instructor, at best, but is even worse at running a business",- reviews: a scuba instructor is someone you should have complete trust in,- a scuba instructor is someone you should have complete trust in.
Apple Store,56.36143194,43.63856806,52.67776122,47.32223878,- reviewer's daughter's iPhone 6 Plus got smashed at prom,"- the store gave her a replacement and set up new Apple ID (we were sharing one) reviewer: ""I didn't really get the understanding and helpful ear that I'd expected from a store known for their customer service""",
Allegheny South Veterinary Services,56.27777778,43.72222222,57.72990544,42.27009456,- the vet techs have let me down several times,- the last time I went there my cat got unruly so they trimmed only half of her claws,- this has been the worst and last visit I will ever have here.
A & M Family Tires,56.25617589,43.74382411,50.49407115,49.50592885,- grammatically correct and provide clear context,- a & m is a great place to get a new tire,- a & m is a great place to get a new tire.
Andrew John Salon,56.24298228,43.75701772,62.55505952,37.44494048,- I had a horrible haircut and would not recommend this salon to anyone,- the stylist cut the one side my of bangs so short (and right at my part) that it looked like a nub on my forehead,"- the ambiance is superb-small, quaint, and not full of egos."
A Pittsburgh Plumber LLC,56.14935065,43.85064935,41.02741703,58.97258297,- grammatically correct reviews provide clear context,"- ""I couldn't be happier with the quality of his work, or his prices"" ""never showed up to assess gas pipes and never called to at least reschedule""",
Alpine Pools,56.09435452,43.90564548,37.37609009,62.62390991,"- reviewer: ""this is the worst place I've dealt with in many years"" reviewer: ""this is the worst place I've dealt with in many years"" reviewer: ""it is not believable that 2 people rated this company positively""",,
Ambridge Do It Best,56.06865957,43.93134043,47.0047775,52.9952225,- the best thing about this store is the people who work there,- prices might be a few percentage points higher than some other places,- Cambridge do it best has a person to assemble the grill and a two-man team to deliver it.
1-800-PACK-RAT,56.00907773,43.99092227,53.79983442,46.20016558,- reviewer's mother-in-law used pack rat to move her belongings from PA to Florida,- she paid extra money for a delivery on Friday and was told it would not be available until Monday,- Pack rat dropped of the container when they said would and was right on time getting it out of the street.
Armand's Bar,56.00453515,43.99546485,52.7845805,47.2154195,- Armand's is the home of some of the cheapest PBR pounder 6 packs ever,"- the bar itself is small, and would be considered a cozy-dive bar if the patrons weren't smoking like chimneys","- the cornmeal breading is phenomenal, and it isn't greasy like some others."
Asti's South Hills Pharmacy,55.96230159,44.03769841,60.71428571,39.28571429,- Anti's in south hills is a great pharmacy that goes above and beyond to help its clients,- they are over the top when it comes to giving individual attention and in helping people through tough situations,- this is not your normal pharmacy
AVA Bar & Lounge,55.88849206,44.11150794,51.25202047,48.74797953,- first Thursday of every month 5:30–8:00 - Global Pittsburgh First Thursdays at AVA Lounge,- Open to public,- come and see for yourself
Allison McGeary Events,55.85175463,44.14824537,50.52892143,49.47107857,- reviewer's only complaint was that she couldn't do the flowers for her wedding,"- reviewer: ""the service was disappointing","- after learning of comparable services, also overpriced"" reviewer: ""I was blown away by how well she took care of me and my party"""
#1 Cochran Hyundai of South Hills,55.8334875,44.1665125,44.97995831,55.02004169,- reviewer's issues with Cochran Hyundai revolve around the deceptive nature of her car buying experience,"- Cochran Hyundai of south hills gave me a quote of 23,306","- when it came time to purchase they pulled out a price of 24,600."
Auto Asylum Car Care Center,55.76262626,44.23737374,33.75252525,66.24747475,"- reviewer bought a Groupon for this place, but their number is disconnected",- Groupon and I have both tried contacting the company and have both failed,- car looks like new! Much better job than other detailing I've had done.
Alberta Modern Hair,55.69673556,44.30326444,51.47002997,48.52997003,"- I went to Alberta for about 2 and a half years, and the only reason I stopped was because I moved out of town","- at $85 for a cut and color, I can't find anything close to what I got at Alberta for that price","- as a blonde, my color can be tricky to get exactly right."
Altmeyers,55.62234903,44.37765097,41.99811973,58.00188027,"- reviewer was looking for large or king-sized pillow cases...no such luck, they only carry the standard size",- she also wanted new pillows for her new living room,"- the manager never looked up, never asked if there was a problem."
Asiatique Thai Bistro,55.57676968,44.42323032,58.87695072,41.12304928,- not a single speck of chili on my See Ew noodles,"- I asked for hot sauce and was given Sriracha, while delicious, doesn't really set the tongue on fire","- the decor is fine - not spectacular, but better than average for the type of restaurant."
Arby's,55.55814229,44.44185771,55.36020589,44.63979411,- Arby's is definitely king of the fast food joints on the Blvd,"- however, it's still fast food, which explains the mediocre rating","- the staff here is very nice and very fast, and on the whole, the food is better than elsewhere by the river."
A Ward's Cheesecakes,55.44329574,44.55670426,40.4048583,59.5951417,"- grammatically correct, these reviews provide clear context",- the triple chocolate cheesecake they make is decadent beyond belief,- a retail store is supposedly coming soon
Allegheny Health Network Urgent Care Center Braddock,55.44027778,44.55972222,64.32962963,35.67037037,"- AHN bills your carrier for the most they can get and if they don't get it, they come after you",- the reception was not only rude but uninformed,- the front desk staff was friendly and efficient.
Asian Cafe,55.39472,44.60528,51.51515152,48.48484848,"- reviews: the food here had a very fake, manufactured flavor, like what you'd get from a frozen Healthy Choice meal","- the service is really fast, and the crab Rangoon are a step above in quality",- the prices are low because quality is just about as low as the customer service.
Asian Rice Bowl,55.37727755,44.62272245,41.65291751,58.34708249,"- reviewer: ""this guy rocks wok Ha in a way that only rarely seen"" he cooks the food, right in front of you, and you eat it hot off the wok","- if you're down for some good ole Americanized Kitty & Rice, you're in for a treat.",
American Mold Remediation,55.3607465,44.6392535,49.83172303,50.16827697,- cnn.com's report boot camp challenges reporters to share their experiences with mold remediation,- ireport.com: do you have a mold problem? Share yours with CNN report,- ireport.com: do you have a mold problem? Share your experience.
ARS Pittsburgh,55.35620629,44.64379371,50.6706488,49.3293512,"- avoid ARS Pittsburgh at all costs, says CNN's Nina dos Santos","- avoid at all costs, says dos Santos","- avoid at all costs, says dos Santos."
AJ's Burger & Peruvian Chicken,55.35387356,44.64612644,59.26989677,40.73010323,- if you want sweet potato fries go to Fuel & Fuddle or UPMC Manticore 7th Café,"- chicken was okay not the best I've had, and the fries were a nice fresh-cut surprise",- the fries were like beach fries with sea salt but a little greasy.
412 Detailing,55.33076735,44.66923265,55.83589932,44.16410068,- I recently took my wife's neglected 2008 Jeep Commander in for a sprucing up,- 412 detailing did a great job at making a very neglected SUV look great again,"- I love my car and try and take perfect care of it, but have terrible depth perception."
Albert's Tire & Service Center,55.2582846,44.7417154,41.25243665,58.74756335,- reviews: Albert's Tire was possibly the best example of customer service in years,- most places in the area are closed Saturday and Sunday for repairs,"- reviews: ""they're the best example of customer service that I've experienced in years"""
Alan's Pet Shops,55.23859186,44.76140814,48.49791046,51.50208954,"- a pet store in the squirrel hill area sells fish, birds, rodents and reptiles",- the owner is friendly and knows his stuff fairly well,- the negatives were DO NOT TOUCH THE GLASS or point closely at any fish.
Andora,55.23580034,44.76419966,58.4939759,41.5060241,"- reviewers have been to this charming old inn many times, and almost every time, they are pleased","- the food is poor, undercooked bread, bland soup, boring menu",- Too bad
Adams & Associates,55.21590909,44.78409091,47.08892496,52.91107504,- don't use this accountant if you own a business or just work in general,- he will promise unlimited telephone communication,- end of year taxes will always be wrong
America's Best Contacts & Eyeglasses,55.19844473,44.80155527,53.30987808,46.69012192,- reviews: this was the worst costumer service experiences I've had in my entire life,"- a lady at the reservation desk frowned, snarled, and barked commands like we were in a prison",- the downtown office has ruined America's Best for me forever.
Auntie Anne's,55.19411376,44.80588624,55.0271164,44.9728836,- the salt pretzel that I got was soft and slightly sweet on the interior with a slight crunch on the exterior,- the salt pretzel that I got was soft and slightly sweet on the interior with a slight crunch on the exterior.,
All Star Sports Bar And Grill,55.09883936,44.90116064,50.76985237,49.23014763,- the fires tasted fresh cut,- Lots of beer on tap with a ridiculous amount of TVs,"- the waitress was not very attentive, drinks were small, but they were also cheap"
Atria's - Norwin,54.89552545,45.10447455,55.86757974,44.13242026,- the waitress didn't give us the special menu when we were seated,"- the steak salad was delicious, but under cooked",- the waitress seemed to be preoccupied and never asked if the steaks were prepared well.
#1 Cochran Nissan,54.85395081,45.14604919,51.010918,48.989082,- avoid #1 Cochran Nissan at all costs,"- don't sell your car for less than you'd planned, since it's not a 2016","- don't sell your car for less than you'd planned, since it's not a 2016."
Alamo Rent A Car,54.85359548,45.14640452,51.72318422,48.27681578,- reviews are grammatically correct and provide clear context,"- I expected a clean car that ran well and was dependable - I got a Dodge dart with 9,000 miles","- I expected no hard pressure sales gimmicks about prepaid gas or coverage-these were mentioned during the registration process, but we're not pushed."
Arena Sports Grill,54.79662698,45.20337302,47.31068122,52.68931878,"- reviews: ""the angel hair was mush"" ""the pretzel bites were hard as a rock n the cheese sauce was burnt n cold"" ""the service was awful","- I had to wait over 5 minutes for someone to seat us when there was only one other table""",
Alco Parking - West General Robinson Street Garage,54.77373402,45.22626598,54.74067922,45.25932078,- this garage is my go-to when I am visiting the North Shore to have dinner or to PNC Park,- parking is usually $5.00 Sometimes it is hard to get into the other parking lots in the area,- this garage is a great place to park when going to stage AE for a show.
Adrian's Pizza,54.75112146,45.24887854,47.06636761,52.93363239,- the delivery person called our house a few times,"- instead of an apology, a manager HUNG UP on us",- the chicken and broccoli pizza is delicious! I ordered carry out and had no problems
Anthony Arms & Shooting Center,54.64502949,45.35497051,57.24866679,42.75133321,"- at its best it's slow but friendly, and at its worst it's downright mean-spirited, and rude","- at its worst it's downright surly, mean-spirited, and rude",- the service is frighteningly inconsistent.
American Home Services,54.62959012,45.37040988,31.16596639,68.83403361,"- reviewer: ""they"" are just one guy who sells projects, then tries to pull together enough workers","- he will lie about actual costs, he will overpromise and under deliver, he says","- he is not to be trusted, reviewer says."
Arnold Furniture,54.58647008,45.41352992,47.47862257,52.52137743,- reviews: Elise Leach was incompetent with all that dye it must have fried a few brain cells,"- reviews: ""if you want REAL furniture with a knowledgeable team this is not the place to go""",
Allegheny HYP Club,54.57989969,45.42010031,52.40928215,47.59071785,"- the Scotch was great, and their new executive chef can cook the man is a genius with food","- the egg was a cold, shrunken, disgusting mess, with a greasy sausage patty","- the buffet included juice, coffee, tea, bagels, egg, sausage or ham, and cheese sandwiches."
Amato's Pizza,54.57615891,45.42384109,55.44365079,44.55634921,- reviews: worst pizza I have ever tried,- it was so bland with almost no flavor,- staff was extremely rude to the point of being near hostile
105.9 The X,54.55988456,45.44011544,51.5464917,48.4535083,- 1059 The X has struggled to keep a hard rock format,"- the station has incorporated a TON of alternative rock and ""stoner music"" ""Double M"" ""The Super Genius"" aka MALE CHAUVINIST PIG"" is a DJ.",
American Window Industries,54.5414576,45.4585424,38.1272137,61.8727863,- a window that the owner said they didn't need to replace broke about a week later,- a window that the owner said they didn't need to replace broke about a week later,- American windows industries is a company that preys on people who don't ask too much.
AAMCO Transmissions & Total Car Care,54.47839631,45.52160369,42.21970449,57.78029551,- reviews: the best mechanic I have had experiences with in my adult life,- Brian calls you once the car is opened up and then diagnoses the problem,- after fixing the car he actually brings out the old part and explains everything they did to fix the car.
Au Bon Pain,54.47263072,45.52736928,53.2340372,46.7659628,- if you're looking for a quick cup of coffee or breakfast in downtown this isn't a bad place to check out,- the prices weren't as outrageous as I thought they would be based on other reviews,- the women behind the counter making the salads and sandwiches really do have the most terrible attitude.
Arpino Trattoria,54.47114337,45.52885663,50.2588554,49.7411446,"- reviewer: ""this was a nice little BYOB Italian restaurant that I would like to eat at again"" ""I had a cup of wedding soup with my meal, and was not impressed, bland and had the penne vodka"" ""the bread was a little disappointing, and the bread was a little disappointing""",,
Anderson Jim Auto,54.42574179,45.57425821,49.76594066,50.23405934,- reviewer says he was ripped off by a shop that told him he had lifetime warranty,"- ""efficient and expert auto service, fair prices,"" says reviewer","- ""everyone who wants to avoid bankruptcy needs to find a good independent shop,"" says reviewer."
Alterio's Catering Service,54.41125541,45.58874459,60.41341991,39.58658009,- Alberio's catering is a family owned business out of Canonsburg,"- they specialize in corporate events, weddings, cocktail parties, breakfast buffets",- the chicken that he prepared for us is still a topic of discussion in my family.
Angkor Restaurant,54.36709449,45.63290551,64.52132937,35.47867063,"- I have only had food from the lunch menu, so my review is limited to that",- service here is friendly and efficient,- the tofu in the curries/stir fries are done well
Allegheny General Hospital,54.27534652,45.72465348,50.92667114,49.07332886,- reviewer was recently involved in an automobile accident,- the poor experience with the lack of nursing care was far worse than the car accident,"- ""I typically hate hospitals and have had some very bad experiences in many of them,"" says reviewer."
American Eagle Outfitters,54.25810658,45.74189342,54.1765873,45.8234127,"- the main manager is the worst of all, the next manager down isn't any better","- the scheduling manager is possibly the worst of all, he refuses to work when an employee texts him when he's off work",- the staff they hire go on to either being a complete copy of the managers or completely hating them.
Allegheny Veterinary Associates,54.19063402,45.80936598,54.70265442,45.29734558,- reviewer's dog had torn her other ACL and had surgery two years ago,- Allegheny veterinary Associates was super friendly and welcoming,- the surgery itself went extremely well and my dog is doing great recovering now.
#1 Cochran Mazda - North Hills,54.14924458,45.85075542,41.34363758,58.65636242,"- a month and a half ago, I wanted to buy my 2012 Mazda 3 out of its lease",- I have never actually done a full outright purchase of a vehicle by myself,"- between JJ and Chelsea, they truly went out of their way to make my car buying experience so painless and actually enjoyable."
American Wills & Estates,54.13739081,45.86260919,48.36754491,51.63245509,"- reviewer's father's estate was under $10,000, and he told her he was wasting his time",- he raised his voice to her throughout the call,- he was unkind and unapologetic.
American Freight Furniture and Mattress,54.12095806,45.87904194,50.19290466,49.80709534,- reviews: couldn't be happier with our experience at this place,- I bought a couch out of desperation because I was so broke at the time,- I'm still broke and back on the market for another couch.
Angel Nails,54.01489286,45.98510714,51.30331985,48.69668015,- the wait time for my manicure was short and the place was clean,- my review is not on the service of the nail technician but on the business,"- I have been getting manicures for 14 years, in multiple cities and never have I EVER come across a salon that charges an extra $3.00 for being a ""new customer"""
Anthony's Pizza,54.01231295,45.98768705,51.58901338,48.41098662,- my son was playing in a baseball tournament in the area and Anthony's was one of the sponsors,- I stopped in the shop around 5:30 before the game to grab a menu,- I told the woman behind the counter that I would be returning after the game to order about 6 pizzas.
#1 Cochran Mazda - Monroeville,53.99209486,46.00790514,41.55961792,58.44038208,- this dealership is part of a megalux of other makes and models all in the same complex,- if you take your vehicle here for servicing they will only drive you within a 5-mile radius,- if you take your car here for servicing they will only drive you within a 5-mile radius.
Around Back Cafe,53.98153666,46.01846334,41.09225163,58.90774837,- I have to give it a very mixed review,- server was great but stretched between patio and dining room,- french fries were cold and greasy
Audio Communications,53.93333333,46.06666667,39.54074074,60.45925926,"- AC has been in business for over 25 years and offers car audio brands like JR, Kicker and Alpine",- they also offer mobile video as well,"- they also carry wheels, tires and car alarms"
Atlas Game Exchange,53.91925111,46.08074889,40.38432594,59.61567406,- reviews: Atlas' turntable was treated to top-to-bottom maintenance by their repairmen,- Galaxies found nothing wrong with the mechanics of my tape duplicator,- I gave Atlas Audio Repair my fender tube amp when it started giving me trouble on tour.
Ace Appliance Repair,53.86471861,46.13528139,36.63284632,63.36715368,"- reviews: ""very unprofessional and did not get the job done"" ""if your home warranty company gives you their info to repair an appliance ask for another repair company"" ""they took a part from the dishwasher to be rebuilt but (I assume) lost it in the process""",,
Aesthetic Skin & Laser Center,53.85759122,46.14240878,46.10358689,53.89641311,- CNN's Nina dos Santos went for a laser hair removal procedure,- she got blisters every single session because they are not good in technology,"- dos Santos: ""this place is total bullshit"""
3 Rivers Locksmith,53.84242424,46.15757576,64.22727273,35.77272727,- 3 Rivers is a great company to use if you need a lock or are locked out of your house,- 3 Rivers was able to get a broken key out of my car and handout a new key in minutes,- 3 Rivers was able to get a broken key out of my car and handout a new key in minutes.
AK Pipe Lining,53.81744297,46.18255703,46.03925658,53.96074342,- CNN's johns utter has had a sewer problem for the last year,- he called a professional who told him his problem was roots in the yard beyond the trap,"-S utter: ""this isn't what I asked for"
Antrilli Florist,53.78551136,46.21448864,62.69097222,37.30902778,"- I ordered my mom a porcelain sleigh that was supposed to be filled with roses, carnations, greenery, and baby's breath","- the flowers were just what I asked for, and they lived for over a week",- I received a $20 refund.
Allegheny Millwork & Lumber,53.76175214,46.23824786,44.12891738,55.87108262,- reviews: rude over the phone put me on hold for 10 minutes,- called twice,"- Tim, he was rude slammed on hold"
Affordable Maids,53.66125269,46.33874731,48.89052515,51.10947485,- I scheduled a 1.5 hour cleaning that was supposed to be with three people,"- because it was 2 people, the agreed upon time was 2 hours instead of 1.5 with 3 people",- instead of cleaning stuff--they just WIPE it on the surface.
Amtrak,53.65808824,46.34191176,58.83986928,41.16013072,- a disappointing Amtrak station,- trains were on time for both trips,- service on the train is MUCH better than I remember
Amy Yester,53.60526316,46.39473684,60.81578947,39.18421053,- reviewer: compassion is a humane quality of understanding the suffering of others,"- it also means to do something about feeling sorry, to be affected by their situation","- when we feel true compassion, we will be moved inwardly, reviewer says."
Amerifit,53.58566359,46.41433641,55.32997283,44.67002717,- I belong to a gym in the south section of Pittsburgh,- I'm fed up with the way they treat my customers,- they don't encourage sanitization outside the cardio room
All the Best Catering,53.5831044,46.4168956,40.14468864,59.85531136,- reviewer eats a box lunch that was ordered for a working lunch meeting yesterday,"- the box included a can of soda pop, pkg of baby carrots, an apple, a side of Thai peanut noodle salad, a rather large ham and cheese sandwich, utensils, napkin, cookies, a Hershey kiss, a blow pop, a Jolly Rancher, a bag of Cheetos, condiments, napkins, and a",
Aprimo Pizza,53.51289683,46.48710317,50.90223665,49.09776335,- review: pizza was laden with unevenly melted blobs of the worst mozzarella I've ever tasted,- the pizza was laden with unevenly melted blobs of unevenly melted blobs of mozzarella,- the pizza was laden with unevenly melted blobs of the worst mozzarella.
#1 Cochran Volkswagen of South Hills,53.4263599,46.5736401,43.27482042,56.72517958,- a 2014 beetle made a rattling sound during acceleration,- a service advisor told me they had a loaner car and I took the shuttle,- a service manager told me they still haven't diagnosed the car.
Angelo's Pizzeria,53.41974237,46.58025763,55.58146356,44.41853644,- a quick bite at a pizza place in Bloomfield was easily one of the worst meals that I have ever had the pleasure to pay for,"- while the people running the shop were lovely, it was easily one of the worst meals that I have ever had the pleasure to pay for.",
Allegheny Valley Transfer,53.14106573,46.85893427,50.72844991,49.27155009,"- reviewer's move was riddled with mistakes, some minor and some major","- At was unprofessional, unable to communicate, and unwilling to make things right when they made mistakes","- At was unprofessional, unable to communicate, and unwilling to make things right when they made mistakes."
Alcoma On the Green,52.97263037,47.02736963,54.75552604,45.24447396,- 80% of the pet owners in the building don't take any pride in the building,"- management posts nastiest and snarkiest signs all over the building to ""be a responsible pet owner"" if anything is broken in your apartment or needs to be checked due to complaints don't count on it happening any time soon.",
Asian Picnic,52.91088937,47.08911063,51.97372198,48.02627802,- the new Korean BBQ spot in Monroeville was pleasantly surprised,- the sushi choices were rather thin (spicy tuna and California rolls) the addition of a larger sushi selection would turn this into a 5-star review.,
#1 Cochran Buick GMC of Monroeville,52.82365083,47.17634917,40.69918284,59.30081716,- I bought my car at Cochran and the salesman was excellent,- I've taken the car back two times since for routine maintenance,- I'm planning on getting a new car in a little over a year from now.
AMC Mount Lebanon 6,52.81129443,47.18870557,49.10747416,50.89252584,- the movie theater had become very run down in the last couple of years,- it remodeled and reopened a few months ago,- it's one of the nicer places to see a film in the area.
AJ's Burger & Peruvian Rotisserie Chicken,52.8064843,47.1935157,63.19402229,36.80597771,- a quarter chicken combo was enough for one person,"- service was decent, but it didn't have ceviche (my favorite Peruvian dish) the food was great, but the delivery service was HORRIBLE.",
Acqua Blu Medical Spa,52.78057751,47.21942249,49.07577326,50.92422674,- reviewers say this place is the best dermatology and medical spa in Pittsburgh,- a lot of skin care lines are hard-to-find in a city where it seems everyone feels qualified to open a medical spa,"- if you are considering plastic surgery, they also have a plastic surgery division."
Adrenaline Barre Fitness,52.75653542,47.24346458,49.69263053,50.30736947,"- the class was mostly bad yoga with fast transitions, some weird ballet moves with a dumbbell that were done clumsily and barely instructed","- the class was mostly bad yoga with fast transitions, some weird ballet moves with a dumbbell that were done clumsily and barely instructed.",
A & S Landscaping,52.54563492,47.45436508,44.76984127,55.23015873,- cnn.com's report boot camp asks readers to summarize their experiences with landscaping companies,- cnn.com's boot camp asks readers to summarize their experiences,- cnn.com's boot camp asks readers to summarize their experiences.
3 Lakes Golf Course,52.54139957,47.45860043,49.22008547,50.77991453,- the greens and tee boxes were in the worst shape that I have ever seen any course,- the only traps that were even maintained with a Sandro were the ones closest to the clubhouse,"- the greens were in great shape, but almost every trap had 6 inches of standing water."
Amo's Pizza,52.50517598,47.49482402,51.29917184,48.70082816,"- AMO's didn't impress, and the service backs up my low review","- instead of 4, I had 8 tiny squares (3x3 inches) bland crust, bland sauce, bland cheese","- despite this failure of resources, maybe my pizza will rock."
All Appliance Repair,52.36010599,47.63989401,42.29093567,57.70906433,"- grammatically correct review: ""I found Mr","- Doyle to be competent and reasonably-priced"" he neglected to ask what my model number was (1.5 yr old front-load dryer) when I made the appointment","- he did not have the proper belt for my model, and had to get it the following day."
#1 Cochran Cadillac - Monroeville,52.33501059,47.66498941,38.45267143,61.54732857,- reviewer's parents have been buying cars off of Donna Duncan for over a decade,"- ""I couldn't have been more pleased with the transaction!"" ""My being in Japan was largely irrelevant"" ""I dropped my car off on a Wednesday morning for a diagnostic with John Salmon""",
Allison Park Flowers & Gifts,52.27320856,47.72679144,56.57432845,43.42567155,- reviewer's wife ordered a sympathy bouquet for her friend's passing in Pittsburgh,"- she chose the ""best"" option, which was $82.99 +delivery and tax for a total of $99.50","- it barely looks like a ""Good"" offer, check their website for yourself."
Associates in Endocrinology,52.21785957,47.78214043,43.27657169,56.72342831,"- reviewer has never, NEVER, called this office and NOT been put on hold for a minimum of at least 5 minutes","- if you have enough patience to sit around and wait on hold every time you call, go ahead and try to get your test results.",
Atch-Mont Real Estate,52.17948718,47.82051282,32.94871795,67.05128205,- Catchment is solid,- Been renting with them for 4 months,- they are easy to work with and fixed things very quickly when reported
AJ's Inca Peruvian Restaurant,52.12294666,47.87705334,58.43563123,41.56436877,- AJ's is such a cute little place in the heart of downtown,- food was interestingly spiced and very moist and crispy,- chicken was great
AT&T Authorized Retailer,52.05713018,47.94286982,38.53652354,61.46347646,- reviewer says AT&T overcharged her fiancé on her debit card,- AT&T doesn't answer the phone on the weekend anymore,"- grammatically correct, this store is not helpful and at all."
Allergy & Clinical Immunology Associates,52.05032468,47.94967532,58.12615163,41.87384837,"- after being sick for 20 years, I decided to switch to Dr",- Plumb,- he has a lot of actual clinical knowledge and treatment ideas
Andy's Automotive,51.98335137,48.01664863,45.60660173,54.39339827,- reviewer says he was charged $350 for a brake job,- he did my emissions WITHOUT MY CONSENT and billed me $35 for it,- the sticker doesn't even have the correct odometer reading for my car.
412 Motoring,51.93229167,48.06770833,44.82291667,55.17708333,- reviewer had a completely opposite experience than the other reviewer,"- despite all the setbacks, the gentleman that waited on me that day was so incredibly professional",- mark is great
3 Dogs & A Cat,51.91388397,48.08611603,50.57102948,49.42897052,- review: every time I pick up my dog the cut isn't what I asked for,"- my dog's inner ear hairs have never been plucked, and her mild tear stains never touched/washed",- a perfect groomer will always pluck the ears when needed on certain breeds.
Associated Electric,51.89814214,48.10185786,50.21168831,49.78831169,- the following reviews are grammatically correct and provide clear context,- the company DOES NOT stand by its work,- do not use these guys they have no idea about quality of trying to help a customer get their needs met.
Acropolis Gyro House & Grille,51.81947537,48.18052463,54.06419253,45.93580747,- reviews: the first few times we went it was perfect,- the last few times the food was bad and twice they messed up the order,- coffee and tea are free - great if you can drink caffeine.
Auto Bath House,51.67928792,48.32071208,50.97773369,49.02226631,- reviews: worst interior/exterior car wash I have ever received,"- for $45 you can get a mini detail, and re-up it for $25 each time after","- reviews: ""I've been coming to the Auto Bathhouse for years, and it pains me to say that things are definitely going in the wrong direction"""
Airtech Radon Services,51.63377193,48.36622807,32.91666667,67.08333333,- a certified radon contractor installed a radon mitigation system at my home,- the entire appointment lasted just 20–30 minutes,- the company didn't tell me about it or ask me about it; he just did it.
AB Charles Hobby Shop,51.43558351,48.56441649,49.03715729,50.96284271,"- bob Greene: as far as hobby shops go, I can't see one being better","- Greene: this place has everything whether you're into stamp or coin collecting, models, radio-controlled airplanes",- Greene: I would never think of going anywhere else for hobby needs
"Advanced Womens Care of Pittsburgh, PC",51.26189203,48.73810797,42.35495713,57.64504287,- the wait was insanely long at both of my appointments,- I didn't give consent for that test so you had no right to do so,"- I'd been a patient for years, but I won't be going back."
Allegheny County Courthouse,51.2514786,48.7485214,40.32589048,59.67410952,- Allegheny County courts are located in one of the neighboring buildings one of which was the site of the former jail,- a real (nonworking) jail cell (1st floor) is free,"- Occasionally, a K9 officer and his (furry) partner stroll through."
