company_name,positive,negative,factual,opinion,summary1,summary2,summary3,stars
BIG Mike's Inspections,58.16694979,41.83305021,40.49324164,59.50675836, cnn.com's report boot camp challenges you to think critically about your home, ireport.com do you need a home inspection? Share your thoughts in the comments, ireport.com what do you think? Share your thoughts in the comments.,4.5
BJ's Nails & Spa,54.37759043,45.62240957,48.05680757,51.94319243, reviews worst pedicure I have ever had, Took 15 minutes and was already sitting under the dryer, a new 'employee' has completely changed the business,3.5
BJ's Restaurant & Brewhouse,60.55661393,39.44338607,57.79055258,42.20944742," the food was just o.k., some of the potato skins were burnt and others seemed not cooked long enough"," the wings were pretty awful, chicken was tough and chewy, not enough sauce on the wings which made it bland", the wait time on the app now says 35 minutes which is no problem.,3
BNY Mellon Green,65.29113248,34.70886752,58.55555556,41.44444444, this parklet sits over a parking garage," it's a quiet, pretty and peaceful parklet", it's a great spot if you work in the area to unwind,3.5
BOOM Concepts,72.09280303,27.90719697,61.62878788,38.37121212,  creative safe space that celebrates art and education blurred is a great opportunity to check out their offerings,  I absolutely love the crew here and the artwork that is showcased on a monthly basis,,4
BP Gas Station,52.14940476,47.85059524,47.21428571,52.78571429," the restroom has an outoforder sign, and I don't know how temporary that will be"," the pumps have Gas Station TV, which is kind of strange"," the price is 4 a gallon higher than the average, so it would be great if they lowered their price a little.",3.5
BRAVO! Cucina Italiana,55.63577098,44.36422902,56.61791383,43.38208617," the food was average at best, service was a bit less than average and the table was unstable", the food was not as I've had at other Bravos, Poor service,2.5
BRGR Truck,61.29032258,38.70967742,54.07258065,45.92741935, the average Joe and chips came out to $10.70, the burger was amazing, Juicy and fresh it's much better than the other burger places,4.5
BRGR,60.19172336,39.80827664,51.42120181,48.57879819, I ate at BRGR for the first time this weekend, I wasn't impressed with the burger that much, I'd eat here again if someone wanted to treat or just blow some money.,5
BRiX Wood Fired Wine Bar,62.79605274,37.20394726,55.7207918,44.2792082," if you want to be disrespected by a waiter, eat pisspoor food, you should go here"," if you like good food, perfect service, and a pleasurable dining experience, you should go elsewhere"," if you want to be disrespected by a waiter, eat pisspoor food, you should go elsewhere.",3.5
BYS Yoga,58.51777509,41.48222491,50.47739692,49.52260308, the owners of this studio have not compromised an inch of their integrity in finding a way to build a business around bringing yoga to people, the studio offers a 2week unlimited pass to try out a variety of classes and teachers.,,3.5
BZ's Bar and Grill,54.96009044,45.03990956,55.78123601,44.21876399, service was incredible from the hostess to our waitress to other servers, by far the worse dining experience I've ever had, the food here is delicious and I have been here a number of times.,3.5
Baba D's,58.30176768,41.69823232,45.1023751,54.8976249, the specialty here is swish nabob and the lamb even though they kebab all types of meat, the salad that comes with dinner is awesome thanks to the Derby Greek dressing," prices are higher than most Greek establishments, but the interior is all new.",2.5
Babcock Dental Center,53.76923077,46.23076923,47.03846154,52.96153846," the team at Babcock dental make the experience, well, not hell"," the staff is infectiously perky, Dr"," Movies is a delight, and Shannon is my homegirl",5
Baby Loves Tacos,62.93189245,37.06810755,55.50287947,44.49712053," baby loves tacos is a popup in Bloomfield, Illinois", the owner seems passionate and makes amazing tacos, the full menu will have burritos and bowls and most of my paycheck.,3.5
Backrubs and Bodyworks,51.5942434,48.4057566,51.15227868,48.84772132, reviews of back rubs and bodywork are grammatically correct and provide clear context," the woman who gave me the massage was very rough and rubbed everything but the kitchen sink on my back back rubs and bodywork has forever lost me as a customer, says one .",,4.5
Backstage Guitars,59.58457711,40.41542289,45.716181,54.283819,  accidentally stumbled across this shop when she was visiting the family in Pittsburgh, the shop is very clean and organized," more importantly, the staff was very friendly and provided a very welcoming vibe",2.5
Bad Azz BBQ,53.45352564,46.54647436,54.58422365,45.41577635," a friend and I split a half rack of ribs ($15), plus baked beans and mac and cheese ($3 each) the ribs were perfectly cooked, falling off the bone easily when we dug in", the beans were too spicy and the mac and cheese tasted like the kind you could purchase from giant eagle or Walmart.,,4.5
Bae Bae's Kitchen,60.00734962,39.99265038,58.20194482,41.79805518, it's hard to find good Korean food and I was thrilled to find this new place downtown, I had the pork belly with the glass noodles and fried squash to go," overall, I didn't really care for the food as it was overpriced for the quantity.",4.5
Bagel Factory,60.10420504,39.89579496,55.46397102,44.53602898, the Bagel Factory is by far the best bagel I've had here," the egg in my bacon, egg and cheese bagel sandwich left a lot to be desired"," the service was friendly and fast, the place was clean.",3.5
Bahama Breeze Tanning Salon,55.78931843,44.21068157,49.65999662,50.34000338,  bought a 5 for $29 and made an appointment," the girl was very nice, but unfortunately the tan came out HORRIBLE", I wasted $29 and an hour of my time to look exactly like I did when I started out.,4
Bahama Breeze,59.9710834,40.0289166,54.92030619,45.07969381," despite being piping hot, the shrimp in my bowl were nearly transparent and not well cooked at all"," despite being piping hot, the shrimp in my bowl were nearly transparent and not well cooked at all"," server did an excellent jobwas friendly, attentive, and helpful.",4.5
Bai Ling Chinese Restaurant,62.61583643,37.38416357,48.48276528,51.51723472, this is one of the best places for Chinese food in the city, Bai Ling's is one of the best places for Chinese food in the south hills, the menu is diverse,5
Baierl Fitness Center - Petersen Events Center,57.25353101,42.74646899,51.72848382,48.27151618," the gym at Pitt is spacious, lots of natural light, many cardio & weight machines", it's also great about leaving out disinfectant wipes for people to help clean up, the beach boys? We won't even discuss them.,3.5
Baierl Subaru Service,56.0047123,43.9952877,50.78422619,49.21577381,  took her 2009 Subaru Forester in to perform the airbag recall," the hot / cold adjustment knob was very tight and when I tried to turn it, it snapped off"," the experience turned out better than I was expecting, in terms of waiting time.",4
Baierl Subaru,59.28654936,40.71345064,50.35144211,49.64855789, membership in a helper is a tangible monetary benefit of being a Helper, car was great, Car was great,3.5
Baja Bar & Grill,52.12781807,47.87218193,55.10090703,44.89909297, the average age of the patrons at this place is 55+, the average age of the patrons here is 55+, the average age of the patrons here is 55+,3
Bakd Pizza,66.17188805,33.82811195,62.49209562,37.50790438, the pizza is sliced thin and was just okay," the toppings were good, but the pizza is sliced thin and was just okay", the pizza is sliced thin and was just okay,2.5
Baked From Scratch Cafe,68.8861532,31.1138468,57.07821268,42.92178732, food is fresh and made from scratch as advertised," the tomato bisque soup was hot, very flavorful, and not oily"," the cupcakes are as good if not better than local competitors, and at about half the price, a bargain.",5
Bakersfield,63.85269129,36.14730871,59.32875458,40.67124542," guacamole was ok, but the flavor was more salty/onion rather than creamy avocado with some lime", the quest dip was grainy and didn't have that velvety texture or cheesy flavor, the tacos were the best part of the night.,4.5
Bakery Living,62.7970679,37.2029321,51.19341564,48.80658436, a resident agrees to pay a nonrefundable pet fee of half of one month's rent for each pet," if the rent is $2000, and you have 2 pets, you pay $2000 never to be seen again", the staff is fantastic  they bend over backwards to make sure you are taken care of.,2
Bakery Square,57.84147489,42.15852511,50.37620137,49.62379863, Latimer area is now known as Eastside for East Liberty and Shady side, Bakery Square or BKSQ is a new $150 million development on the site of the former Nabisco plant," on June 14, 2010, Urban Active Fitness opened a 47,000 square foot facility in the first Urban Active location in Pennsylvania.",4.5
Balance Acupuncture,55.47891865,44.52108135,41.23015873,58.76984127, balance acupuncture was my last resort after food poisoning and 2 trips to the ER, she listens attentively to your needs and formulates a plan to treat them in order of importance," acupuncture is a safe and effective way to heal your body, mind and spirit.",2.5
Balloonatics,66.82127279,33.17872721,60.9,39.1, balloonatics is terrible," I will not use them again, and I do not recommend them"," to be clear  it is not their balloon products I have a problem with, it is their bad business practices",4
Bama's Southern Kitchen,59.18432895,40.81567105,55.13769868,44.86230132,  says he was surprised to see that they only had ribs and wings," the ribs were large, and the wings were whole wings", the breading was crispy and had a good flavor while the chicken inside was hot and juicy.,4.5
Banana Republic,59.95644311,40.04355689,52.78719268,47.21280732, banana republic has always been my goto store for casual and dress attire, I came here to return a pair of jeans that literally ripped down the crotch after 6 months, I have some items that are going strong 5? years later.,3.5
Banfield Pet Hospital,55.13011402,44.86988598,50.23018453,49.76981547, cnn.com's report boot camp challenges you to rate petfriendly vets," this is my first time at Canfield, and it will definitely be my last", Canfield is a petfriendly facility with friendly staff and great food.,4
Bangal Kabab House and Restaurant,63.17285272,36.82714728,59.2311962,40.7688038," the wait was pretty quick, 10 or 20 minutes, and the service was consistently friendly", the portions were fantastic for the price ($9 for two meals worth of chicken vandalism) the food was DELICIOUS, the spice levels were right on and the flavors were fabulous.,3.5
Bangkok Balcony,64.29931973,35.70068027,60.69302721,39.30697279," despite the beautiful veggies and tender pork on both dishes, they had no flavor"," the starter was pretty good  in the 3star range  tofu soup, lettuce salad with peanut dressing & a spring roll with dipping sauce.",,3.5
Banh Mi & Ti,61.19107896,38.80892104,56.23359763,43.76640237, great casual dining inside or out on the patio on Butler street," bread was fresh, as were the jalape?s on my sandwich", Ban mi & Ti absolutely nailed it last weekend on our visit to Pittsburgh.,4.5
Banhmilicious,61.69933009,38.30066991,56.44282301,43.55717699," Ban mi had great flavor, but was not as good as other ban mi I have had around town", Stallman galley is a very cool concept which allows chefs to explore and become a launching pad for their career," Ban mi is a small food hall with 4 restaurants and a bar, but it still gives you a lot of variety to try.",4.5
Banker Supply,66.16776824,33.83223176,53.32579623,46.67420377," banker supply is a treasure trove of new, innovative and functional bike clothing and accessories", banker supply is the first in the metro area to carry products such as FinsReflective clothing and stickers, banker supply also carries products like the Fix It lines of bike repair tools.,2.5
Banksville Beer,60.8417282,39.1582718,51.4011955,48.5988045," Janesville beer has a great business, and awesome location", you have to be going Southbound to get into the parking lot," they have specialordered me cases, in the past which is always nice.",4.5
Banksville Plaza,56.88479209,43.11520791,55.48102981,44.51897019, the parking lot is terrible but the drivers around here are awful," Starbucks, Namaste, PNC Bank, Subway, whiskey hollow grill, super cuts, radio shack and H&R block are also located here.",,4.5
Bantha Tea Bar,67.65184659,32.34815341,61.65099596,38.34900404, Located close to Children's hospital in Bloomfield this tiny bar serves a small selection of sandwiches and desserts, the rose hips fruity tea was perfect for a bitterly cold winter's day," if you want to feel like you're walking into an Apple Store emulation, look elsewhere.",3.5
Bar 11,56.62289916,43.37710084,48.63095238,51.36904762, a woman of Indian descent was harassed by a bartender at a bar in Pittsburgh, the bartender physically touched her face in order to draw a dot on her forehead," it was a hostile and horrible racist act, and I hope others don't support a business like this.",5
Bar Frenchman,64.02973292,35.97026708,61.42406765,38.57593235,  mistakenly reserved a table upstairs at the Twisted Frenchman," service was outstanding, paced perfectly, with a server who was knowledgeable, responsive, and personable", escargot appetizer had great tasting ramps grits and mushrooms.,4
Bar Louie,58.77283018,41.22716982,59.29029304,40.70970696," north shore has so many good options, skip bar Louie! + Disappointing.....sloppy drinks, can't handle big crowds  definitely a place to avoid during busy times", + Great happy hour, Nice atmosphere and a nice bar.,3.5
Bar Marco,59.65277778,40.34722222,57.53216374,42.46783626," the firehouse lounge is not worth your time, but if you prefer being treated badly by pompous servers, go for it", the table nearest to us were told by a man who much resembled Napoleon Dynamite that we were too loud, the table nearest to us said we were completely fine.,3.5
Bar Room,55.04308963,44.95691037,60.37397787,39.62602213, I visited Barroom for a friend's 30th birthday this past weekend, I realized that my sobriety was likely the cause, I still had a blast dancing amongst the ten bachelorette parties.,2.5
Barak Plumbing,59.38988095,40.61011905,41.19047619,58.80952381, I had 2 pipes burst overnight and woke up to 3 of water in the basement," Sharon (Israeli men's name, not American women's name) came out on a Sunday"," he fixed the pipes, even though the water was causing him mild shocks.",3
Barb's Corner Kitchen,61.28941441,38.71058559,64.63063063,35.36936937," if you want an affordable (and leisurely) breakfast with a classic diner menu, Barbs is the place to go", try one of the specials like the southwestern skillet or peach cobbler French toast to get the full hometown diner experience.,,3
Barbara Baker - Berkshire Hathaway,69.50468,30.49532,59.4008424,40.5991576, barb bake sold my girlfriend's parents' house and got them the (high) price they needed," she gave me advice on my house, recommendations on what to fix before showing, and what service people to use"," if you meet her, you'll see she's authentic and a good spirit to have on your side.",5
Barber Shop Styles,63.28260515,36.71739485,52.41191471,47.58808529, reviews great atmosphere and good service are just the start, a seasoned professional with many years of experience shines through on every visit, a seasoned professional with many years of experience that shines through on every visit.,4.5
Barnes & Noble Booksellers,66.80187075,33.19812925,65.14965986,34.85034014, this is a typical Barnes & Noble store with a music section and a Starbucks," all in all, we typically only go to enjoy the children's department but might go on a rainy day to hang, drink coffee, and browse.",,4.5
Barnes & Noble,63.43851461,36.56148539,55.98935786,44.01064214, settler's Ridge is one of the best places to relax with a cup of coffee and a sweet, some of the same books they carry in the store are available online at a reduced price, the store is laid out well with a special section devoted to children.,3.5
Barretta's Hair Designers,62.13333333,37.86666667,49.90555556,50.09444444, I recently got a haircut and my bangs were about an inch below my eyebrows," I'm getting company for Christmas in less than a month, and they look like a mess", I don't want a little princess for a beautician that can't take any direction.,5
Bartolomeo Plumbing Contractors,54.39891738,45.60108262,52.43898444,47.56101556, Bartolomeo plumbing and HVAC has been very happy with their service, the company came highly recommended from a family friend when we needed a new central air conditioning unit, Bartolomeo left our laundry room where the furnace is a complete disaster.,2.5
Bartram House Bakery & Cafe,71.63888889,28.36111111,61.62962963,38.37037037," if you're a pastry lover and looking for varieties of it, this is the place"," I just sampled the blueberry and chocolate chip muffins, both delicious"," I should venture and try their lunch, but have not done so yet.",4.5
Baskin Robbins,54.04166667,45.95833333,53.58333333,46.41666667," reviews 31 Flavors, 5 (or so) tables, 4 loud teenagers, 3 other ice cream choices within 2 blocks", after drinking their milkshake I got strong allergic reaction and upset stomach, if you've had ice cream at one then you've had ice cream at all of them.,4
Baskin-Robbns 31 Flavors,56.78802846,43.21197154,52.32050563,47.67949437, Basin and Robbins has been in business since 1945," the ice cream is fine for those who like BR ice cream, which I do", the shop itself could use some updating as it's on one end.,4
Bass Wolfson Pediatrics,51.26097179,48.73902821,42.61514348,57.38485652, 's son has been going to bass wolf son pediatrics for five years, he has also been seen by DRS," Mary Davitt, James Merger and David Wolf son",2.5
Bastone Auto Service,60.84561053,39.15438947,53.00478031,46.99521969," reviews the best, most honest and reliable car guys in the Burgh", had very bad experience with this autoshop, engine stalls at idle and coolant temperature is not right,4.5
Bat's Barber Shop,64.35350959,35.64649041,59.00659658,40.99340342," reviews friendly, funny, and one of the best cuts I've had in a while"," this shop is way oldschool and needs a modern touch, says one "," I'm typically not a barber shop type chick, but my friend spoke so highly of this place",3
Bath & Body Works,61.73578236,38.26421764,50.43440162,49.56559838, I have purchased so much at B&B this season, I stopped in to purchase some goodsmelling antibacterial hand soaps, I was not greeted when I entered the store or when I was walking around.,5
Batteries Plus Bulbs,56.00628931,43.99371069,46.88754118,53.11245882, for my 100th review I think this place is worth it's number on the chart just out of sheer surprise," I went to buy an LED bulb that changed colors (the one with the remote) I didn't get batteries, but the selection was bountiful.",,3.5
Bauer Plumbing,54.39508929,45.60491071,40.50085034,59.49914966," a simple sink malfunction turned into so many other plumbing issues, that I began to question their Integrity"," after I drew the line when my kitchen faucet began leaking, I called their bluff and asked them to leave"," Magically, the problem was gone.",5
Baum Boulevard Automotive,55.7101932,44.2898068,48.15534712,51.84465288,  this place is a disaster, Disorganized, Rude,4.5
Bayardstown Social Club,66.25523325,33.74476675,54.38836748,45.61163252, I was there for a nonprofit event and loved the rustic feel of the space which transported me into the country," the community picnic tables lead to meeting new people sharing food and drinks, napkins and bottle openers", it seems that there is an anything goes mentality and I dig it.,3
Bayernhof Museum,66.68891059,33.31108941,60.48611111,39.51388889, I went with my friend this past weekend and took pictures and videos, I think anyone close by needs to check this place out," the tour guide did an excellent job explaining things, answering questions and just telling funny stories.",4.5
Bayleaf Indian Cusine,60.21879727,39.78120273,58.61661364,41.38338636, the poor was possibly the best I've ever had, the fare here is nothing short of remarkable," a chicken Tikki masala, an also mutter, and two orders of samosas.",4
Bc Artman Real Estate,61.5652381,38.4347619,49.82126984,50.17873016, Brandon Renzo defines real estate professional with almost 20 years in the business, I would proudly recommend him to anyone who needs a buyers or sellers agent Rita worked tirelessly on our behalf to secure the best opportunity,,5
Be Pure Organic Salon & Boutique,60.50487979,39.49512021,54.17566138,45.82433862, I've had the same stylist for years and finally decided to try a place closer to home, I've gotten a million compliments on my hair today alone," the organic dye line she uses smells great, and my hair is super soft.",4
Be Pure Organic Salon,66.41707352,33.58292648,55.43959854,44.56040146, I highly recommend this salon  I highly recommend Kelly at be pure organic salon," my color is not easy to match, but Kelly manages to do it perfectly every month", I'm completely in love with the new location  you really feel like you're on vacation!,2.5
Bea Taco Town,61.58146242,38.41853758,50.72973687,49.27026313, BEA taco town is a more convenient meal option for those of us working in the area," there's no harm in chilling here while you enjoy your meal, and there's no big loss if you take your meal to go"," per a coworker's rave review, I once ordered a couple OMG tacos",3.5
Bea's Taqueria,60.74318093,39.25681907,55.06410256,44.93589744, BEA's is a small taco stand across the street from the Birmingham bridge," the decor is nothing fancy, but there are some colorful murals on the walls", the tacos are cheap and authentic ($2.50 for a taco full of all the fixing.,4.5
BeanThru,66.77659655,33.22340345,66.51977401,33.48022599," great coffee, cappuccino and a.m./afternoon slump cures, including a killer brewed redye", can you please start making tornados? We all would buy ohhhhhh so many if you did.,,2.5
Bear Run Village,48.51415945,51.48584055,45.48491831,54.51508169, don't live at Bear Run if you want your security deposit back, the new management company has let a beautiful property rot, the streetlights are falling out of the ground or have been mowed over by drunk drivers.,4
Beasley Plumbing,48.24652778,51.75347222,46.21527778,53.78472222, Beasley plumbing is part idiot and part scam artist, he claims he can't fix a pressure reduction valve without bringing the entire water heating system up to code, he calls 'flagella' on his cell phone with the 'city health department',4
Beautiful Day Photo Booth,67.94350649,32.05649351,55.92619048,44.07380952, beautiful day photo booth has a family photo on the front page of their website, the language used on the website was for the common person," the owner, Aaron, is professional, approachable and ontime (if not early!) and his pictures are fantastic.",4.5
Bed Bath & Beyond,51.32861709,48.67138291,43.12862182,56.87137818," bob Greene if I could give negative stars, I would shop at bed, bath and beyond", Greene how can such a big retail operation have such poor service in every way imaginable? He says salesperson didn't care that this was frustrating and not disclosed properly," Greene if I could give negative stars, I would shop at Bed Bath and Beyond again.",4.5
Bedalia's Beads,51.84564839,48.15435161,36.99867725,63.00132275, I drove over half an hour each way on a Sunday to this business after checking their website, I got there at 130 pm and they were closed, I left 2 voicemails telling them how upset I am,4.5
Bedner's Farm Market,60.18736171,39.81263829,54.52596663,45.47403337," the current in season items right now are corn on the cob, tomatoes, peaches, and melons", for the most part you can spend under $10.00 depending on what you get, I was blown away by the huge cantaloupes they had for sale.,4.5
Beehive Coffee,60.11000458,39.88999542,55.30952381,44.69047619, the beehive is a place for coffee and space to play ban anagrams," the coffee isn't that good, but it is better than Starbucks", the beehive offers a wide range of epicurean delights for you to snack on.,3.5
Beer Emporium,57.21700175,42.78299825,57.98450855,42.01549145, the food was good but pricey and also took forever to arrive, the drinks were good but pricey and also took forever to arrive, the food was good but pricey and also took forever to arrive,1
Beer Minimum,57.69909951,42.30090049,52.54100529,47.45899471, beer minimum sells beer in bulk at very reasonable prices," prices are reasonable and just as cheap, if not cheaper, than in Cleveland", there's a vast selection of cheaper beers and 40 oz malt liquors.,5
Beer Nutz Bottle Shop,62.46001797,37.53998203,57.92654987,42.07345013," review I just went to this place for the first time, and it left nothing to be desired the wait staff...well those women are prettier than I've ever seen at any restaurant the food was a TINY bit expensive, but the portions are massive",,,4
Beer Nutz of Ohara,56.3140335,43.6859665,47.78318046,52.21681954, 's wife and I went to beer nut last weekend, the server seemed a bit busy but did not keep us waiting long, I really didn't enjoy my deepfried hoagie as it was bland.,5
Beer World,55.66977279,44.33022721,48.78864309,51.21135691, beer world has a great selection of beers at decent prices," the warehouse itself is huge but tucked back in a bad location, so business can't be great"," if you are not familiar with the liquor laws in Pennsylvania, you're in for a surprise.",3
Beer on Butler,54.60809283,45.39190717,46.96753247,53.03246753, the beer on Butler is my goto beer store in Lawrenceville, they're open early in the day and late at night and usually open most holidays, they're open early in the day and late at night and usually open most holidays.,3.5
"Beer, Lime and Sunshine",64.34243881,35.65756119,60.50739645,39.49260355, this place gets 3 stars because it has no competition in its surroundings, it does sell a lot of craft beers but could do a better job representing western PA, I would give this place 4.5 stars if possible.,4
Beerhead Bar,61.90897817,38.09102183,57.67741402,42.32258598," if you are looking to grab drinks with friends before a game, this perfect"," the huge garage doors make it an open air bar so even if you're sitting inside, you're getting some fresh air", Definitely the coolest bar I have been to in a while.,4.5
Beers of the Burgh at PNC Park,53.60823074,46.39176926,53.55555556,46.44444444, a pint of craft beer runs $9.25 at Beers of the Burgh in Pittsburgh's Smorgasbord, a pint of beer runs $9.25 at this stand, a pint of craft beer runs $9.25 at this stand.,4.5
Beers of the Burgh,60.34539843,39.65460157,45.54986372,54.45013628, beers of the Burgh is a new microbrewery festival in the city of Lawrenceville, many vendors represent established microbreweries and those that are in the process of getting space, a hot ginger beer was one of the many taste surprises.,3.5
Beleza Community Coffehouse,60.48840049,39.51159951,51.88832535,48.11167465, this bastion of Pittsburgh's north side has closed," unfortunately, this bastion of the city's north side has closed"," Belize is an adorable coffeehouse, located just a few blocks away from the Mattress Factory.",4.5
Beleza Plastic Surgery,68.3977591,31.6022409,59.45129163,40.54870837, Dr, Wooten and Belize plastic surgery are the best in the Pittsburgh area, Dr,4
Bell Vision Care,66.66452654,33.33547346,45.38713389,54.61286611," the eye exam was standard, thorough, and I thought Dr", Bell did a good job of letting me know what he was doing, I came in to have my frames adjusted (they were sliding down my nose) I wasn't charged for the visit even though I hadn't bought my glasses.,4.5
Bella Bridesmaids,58.47070099,41.52929901,54.47937203,45.52062797," I went into the store with high hopes of finding gorgeous, short, yellow bridesmaid dresses", I REALLY preferred the dresses to have some lace material, when leaving my planner asked them to send me a piece of yellow fabric.,2.5
Bella Capelli Academy Two,61.88605967,38.11394033,59.50720165,40.49279835, Steph b," did an awesome job with my hair! I got full highlights, and the final look exceeded my expectations", I would recommend this if you have a day for yourself; I did and I am forever thankful.,4
Bella Christie's & Lil Z's Sweet Boutique,67.51537769,32.48462231,57.36181973,42.63818027, reviews buttercream is perfect and not overly sweet," the day I went they had a sticky pecan bar, and it was phenomenal! I had a great experience ordering a small cake for my boyfriend's birthday from Bella Christie's!",,4
Bella Donne Pizza,60.11029412,39.88970588,54.03594771,45.96405229, the pizza did not do anything to distinguish itself from other pizzerias in the area," the sauce was normal and the cheese and pepperoni both good, but nothing out of the ordinary"," the pizza was decent, but I often look for better than decent.",3.5
Bella Monte Pizza,62.74859944,37.25140056,54.07563025,45.92436975, Belmonte pizza is a family run place with ample seating right on main street and the pizza is great," the pizza is not overly American and greasy, which is great"," the customer service is not good, but the food is great.",1
Bella Nails,54.39136905,45.60863095,47.38003663,52.61996337,  had the worst pedicure of her life at a nail salon, the owners were so warm and welcoming, they did a great gel Mani and Jedi with only two employees working due to the holidays.,4.5
Bella Notte,58.74452144,41.25547856,48.57666794,51.42333206," Overall, fairly solid but nothing that really gets me excited"," Overall, fairly solid but nothing that really gets me excited"," I've had the Italian Sausage sub, it was quite tasty and a lot of food on top of a serious Italian Roll.",4
Bella Sera Urban Trattoria,62.00935839,37.99064161,57.4646145,42.5353855, Bella era is a vegetarianfriendly restaurant, the food was absolutely delicious and perfect portions," the food is a little higher than you might expect ($6 for soup, $10 for salad, $20 entr?s)",5
Bella Vista,60.59596739,39.40403261,52.47675164,47.52324836," food was average, nothing fancy, chocolate lava cake was too dry"," veal was not very tasty and the chicken part was good, but neither were worth the price", veal was not very tasty and the chicken part was good.,2.5
Bellevue Beer,68.1469494,31.8530506,64.86160714,35.13839286," this place truly has a fantastic selection, and they are very reasonably priced"," if the sign says $13.49, they will ring it up as $13.99"," if the sign says $13.49, they will ring it up as $13.99.",3.5
Bellevue Do It Best Hardware,62.05442584,37.94557416,45.62704109,54.37295891, reviews best place to take screens that need to be repaired; screens look like new, reviews only hardware store in Bellevue and a good alternative to warehousestyle hardware stores," reviews plumbing supplies, holiday decor items, gardening sections, inside and outside.",1
Bellevue Dog Woods,57.36597705,42.63402295,47.29600826,52.70399174," the park is great in theory, but some of the owners are idiots", owners MUST be aware that anything can happen, don't let your dog ever charge a newly approaching dog,3.5
Bellfarm,71.00940623,28.99059377,67.33171664,32.66828336," the service was below average and the food was easily a 5, the drinks a 4, but the service was a 2 at best", the waitress came by only twice to take our order and deliver the check, the waitress came by only twice to take our order and deliver the check.,4.5
Bellhops,54.34998797,45.65001203,48.22326439,51.77673561, a suitcase that had three days of clothes has been my entire wardrobe for 11 days, I've had other movers that take their time when paid by the hour and not the move, a move that has taken me 4 hours with friends took these guys 1.5.,5
Bellisario's Auto Body,64.52629631,35.47370369,56.85913759,43.14086241,  had a brandnew car 10 days off the lot when a distracted driver rear ended us, the whole trunk was smashed in and estimate came to just under 10 grand, he also offers a lifetime warranty on his repairs.,4
Bellisario's Automotive,64.19318754,35.80681246,55.22103117,44.77896883," reviews very nice people, great work and prices I bought a car last year and this is the first time I've had to get it inspected in a new location it was a pleasure dealing with you",,,2
Bellisario's Pizza Palace,64.71761621,35.28238379,52.47764042,47.52235958, 1/2 butcher block & 1/2 veggie lovers is Awesome! Look at the specialty pizzas on the back of the menu," don't expect an impressive bathroom, but you can find the only cloth roller towel straight from 1949.",,4.5
Bellisario's,54.78652968,45.21347032,54.63162979,45.36837021, french fries were soft and way under cooked," pizza was tasteless, and meatball hoagie was just strange tasting"," I would give this establishment 2 1/2 stars if I could, but it wasn't bad enough for 2.",4
Bellissimo Plastic Surgery & Medi Spa,65.4454023,34.5545977,60.85912172,39.14087828," I have had great results, totally natural looking"," he listened to me, and I'm very happy! I will update my review if/when I end up having the procedure", I will update my review if/when I end up having the procedure.,4.5
Belmont Auto Service,61.93028846,38.06971154,64.23931624,35.76068376, Belmont auto inspected my car for the low, Under $35," It was by appointment, but only took 45 min",2.5
Belvedere's,64.71470019,35.28529981,60.13754567,39.86245433, I've been here almost every night of the week and have never had a problem," on 80s nights, all walks of life are represented and everyone seems to have fun", cocktails are pretty good and just cost $67.,4.5
Ben & Jerry's,62.46442601,37.53557399,57.42215809,42.57784191, free ice cream day is a great way to try new flavors, the funky monkey (banana and walnuts) is a strong contender for my favorite, ice cream is a great way to get a taste of a new flavor.,3
